Fra,Gen,Treatment,Replicate,Time,Period,Initial Date,Final Date,dBW/g
221,G-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.965684173
227,G-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.056583466
150,Orange,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.39823822
158,Orange,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.663770863
249,Orange,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.4294466
164,R-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.661956965
170,R-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.994651872
262,R-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.134349521
268,R-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.928838769
274,R-O,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.881689001
106,R-Y,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.076939908
144,Yellow,N,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.885139647
138,F,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.082422935
191,F,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.312081584
240,F,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.023009046
178,Green,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.546439881
184,Green,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.310410288
276,Green,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.025785011
283,Green,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.365557264
289,Green,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.113978429
118,G-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.084866997
124,G-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.948791376
216,G-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.907624999
222,G-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.864479011
228,G-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.851959025
151,Orange,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.128885357
159,Orange,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.63064991
250,Orange,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.00453131
165,R-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.284101627
171,R-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.638307573
263,R-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.169209524
269,R-O,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.500900926
101,R-Y,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.423516511
107,R-Y,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.250831163
145,Yellow,NP,R1,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.568778256
139,F,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.929497872
192,F,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.425773489
241,F,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.45364178
179,Green,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,4.44594301
186,Green,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,4.156573078
277,Green,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,4.193305811
284,Green,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,4.78530837
290,Green,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,4.261091606
119,G-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.698947499
125,G-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.798961173
217,G-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.723712848
223,G-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,4.736017184
152,Orange,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.579989416
160,Orange,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.532927504
166,R-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.517074738
173,R-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.916819498
264,R-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.064044757
270,R-O,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.741785083
102,R-Y,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.29235009
108,R-Y,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.161658196
231,Yellow,Control,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.601367033
236,F,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.020048294
242,F,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.213774183
180,Green,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.374033462
187,Green,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.393716521
278,Green,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.94535247
285,Green,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.662769661
120,G-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.064704673
126,G-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.589309489
218,G-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.178955791
224,G-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.184023897
230,G-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.683420283
154,Orange,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.933895165
246,Orange,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.049559434
299,Orange,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.728009681
174,R-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.947161897
265,R-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.089507442
271,R-O,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.069305064
232,Yellow,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.062799607
234,Yellow,N,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.262840104
140,F,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.161835728
181,Green,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.384433222
188,Green,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.036453438
280,Green,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.844388664
286,Green,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.754804877
121,G-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.098196598
128,G-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,2.156075455
219,G-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.624632745
225,G-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.25407778
229,G-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.064024733
155,Orange,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,3.234677374
247,Orange,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.544890664
168,R-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.002933106
175,R-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.639552839
266,R-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.066390004
272,R-O,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.931044327
104,R-Y,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.006143362
110,R-Y,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,-0.130000371
233,Yellow,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,1.057571955
235,Yellow,NP,R2,5.Jan-Feb,Jan-Feb,2018-01-16,2018-01-29,0.010177703
291,F,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.6143
176,Green,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.0265
182,Green,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.9641
281,Green,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.0429
287,Green,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.0203
116,G-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.7186
122,G-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.2589
220,G-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.4074
226,G-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.0673
157,Orange,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.5446
248,Orange,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.2271
162,R-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.2296
169,R-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.8175
261,R-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.9678
273,R-O,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.8165
105,R-Y,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.9371
204,R-Y,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.2765
143,Yellow,Control,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.7913
146,F,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,-0.1952
177,Green,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.52
190,Green,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.3763
282,Green,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.4909
288,Green,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.3518
117,G-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.2744
123,G-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.4986
130,G-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.8055
221,G-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.6426
150,Orange,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.252
249,Orange,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.6641
170,R-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.2788
262,R-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.4017
274,R-O,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.8504
106,R-Y,N,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,-0.4641
138,F,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.3807
178,Green,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.4261
184,Green,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.2766
276,Green,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.6669
289,Green,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.5212
118,G-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.7135
124,G-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.8947
222,G-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.8975
228,G-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.4581
151,Orange,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.6242
250,Orange,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.3031
165,R-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.0786
171,R-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.9459
263,R-O,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.9768
101,R-Y,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.1168
107,R-Y,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.1233
145,Yellow,NP,R1,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.2521
139,F,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.8441
192,F,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.3648
179,Green,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.9562
186,Green,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.9818
277,Green,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.9431
284,Green,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.0012
119,G-O,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.4055
125,G-O,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.934
217,G-O,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.4889
152,Orange,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.5512
160,Orange,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,3.0132
166,R-O,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.0476
173,R-O,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.223
264,R-O,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.3743
102,R-Y,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.2903
108,R-Y,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.8914
231,Yellow,Control,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.348
187,Green,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,4.755
278,Green,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.5972
285,Green,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.7507
120,G-O,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.5743
126,G-O,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.4061
224,G-O,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.5655
230,G-O,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.576
154,Orange,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.1549
299,Orange,N,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.4412
140,F,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.5714
188,Green,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.5471
280,Green,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.6701
286,Green,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.8755
128,G-O,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.2077
225,G-O,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.6772
229,G-O,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,1.0104
155,Orange,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,2.1076
247,Orange,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.3631
175,R-O,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.9433
272,R-O,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.5164
104,R-Y,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.1202
233,Yellow,NP,R2,6.Feb-Feb,Ramping ,2018-01-29,2018-02-14,0.3694
291,F,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.1175
176,Green,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.9421
182,Green,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.3459
281,Green,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.7297
287,Green,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.7827
116,G-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.7368
122,G-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.584
220,G-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.4703
226,G-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.2611
157,Orange,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,2.9316
248,Orange,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,2.1003
162,R-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.2376
169,R-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.162
261,R-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.2464
273,R-O,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.1335
105,R-Y,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.4547
204,R-Y,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.9388
143,Yellow,Control,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,2.2615
177,Green,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.4187
190,Green,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.6538
282,Green,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-1.1925
288,Green,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.4825
117,G-O,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.5384
123,G-O,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.3533
130,G-O,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.4522
221,G-O,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.0722
150,Orange,N,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-1.6664
178,Green,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.3372
184,Green,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.7309
276,Green,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.3467
289,Green,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.44
118,G-O,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.3767
124,G-O,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.2799
222,G-O,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.9452
228,G-O,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.2832
250,Orange,NP,R1,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.4691
139,F,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.4559
192,F,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.3665
179,Green,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.6762
186,Green,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.5343
277,Green,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.5139
284,Green,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.6615
119,G-O,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.0757
125,G-O,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.5831
217,G-O,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.6206
152,Orange,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.9417
160,Orange,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,2.0988
166,R-O,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.6444
173,R-O,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.5736
264,R-O,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.9627
102,R-Y,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.9675
108,R-Y,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.2089
231,Yellow,Control,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,1.3276
187,Green,N,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,0.5661
278,Green,N,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.5837
285,Green,N,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-1.2721
126,G-O,N,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.7901
224,G-O,N,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.6403
230,G-O,N,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.6667
188,Green,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.3149
280,Green,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.6334
286,Green,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.7644
128,G-O,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.9104
225,G-O,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-0.9867
229,G-O,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-1.4225
155,Orange,NP,R2,7.Feb-Feb,Ramping ,2018-02-14,2018-02-23,-1.6507
291,F,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,-3.7536
176,Green,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,2.3615
182,Green,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.8651
281,Green,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.4975
287,Green,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.9635
116,G-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.3107
122,G-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.0685
220,G-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.3519
226,G-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.1187
157,Orange,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,2.0634
248,Orange,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.413
162,R-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.8172
169,R-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.0847
261,R-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.8318
273,R-O,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.875
105,R-Y,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.3953
204,R-Y,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.3486
143,Yellow,Control,R1,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.4111
192,F,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,2.4213
179,Green,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.0667
186,Green,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.4963
277,Green,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.2389
284,Green,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.5552
119,G-O,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.2287
125,G-O,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.3094
217,G-O,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.4733
152,Orange,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.4388
160,Orange,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.2956
166,R-O,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.6967
173,R-O,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.5751
264,R-O,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.5769
102,R-Y,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.9085
108,R-Y,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.8925
231,Yellow,Control,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.3852
188,Green,NP,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.0999
286,Green,NP,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.4371
128,G-O,NP,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.4898
225,G-O,NP,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,0.0042
155,Orange,NP,R2,8.Feb-Mar,Bleaching ,2018-02-23,2018-03-08,1.8057
