Block Type,96well,,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ssid\Ssid_Plate40_CD.eds,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-05-28 14:54:25 PM EDT,,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,NOISE,EXPFAIL
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,29.55950737,29.3657798767,0.2739706933,,,,0,0.02,1,3,28,,N,N,Y,N,Y
B5,Sample 8,Ssid,UNKNOWN,SYBR,None,22.7633399963,21.3131542206,2.0508723259,,,,0,0.02,1,3,18,,N,Y,N,Y,N
B6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,28.1090183258,28.3450088501,0.3337423503,,,,0,0.02,1,3,26,,N,N,Y,N,Y
B6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
B7,Sample 8,Ssid,UNKNOWN,SYBR,None,19.8629684448,21.3131542206,2.0508723259,,,,0,0.02,1,3,17,,N,Y,N,N,N
B8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,28.5810012817,28.3450088501,0.3337423503,,,,0,0.02,1,3,27,,N,N,Y,N,Y
B8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
B9,,,,,,,,,,,,,,,,,,N,N,N,N,N
B10,,,,,,,,,,,,,,,,,,N,N,N,N,N
B11,,,,,,,,,,,,,,,,,,N,N,N,N,N
B12,,,,,,,,,,,,,,,,,,N,N,N,N,N
C1,Sample 2,Ssid,UNKNOWN,SYBR,None,20.2952308655,20.3880023956,0.1311987489,,,,0,0.02,1,3,19,,N,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,31.6151847839,31.4815864563,0.1889365613,,,,0,0.02,1,3,30,,N,N,N,N,N
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,30.7378368378,30.7785606384,0.0575908013,,,,0,0.02,1,3,29,,N,N,N,N,N
C3,Sample 2,Ssid,UNKNOWN,SYBR,None,20.4807739258,20.3880023956,0.1311987489,,,,0,0.02,1,3,19,,N,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,31.3479881287,31.4815864563,0.1889365613,,,,0,0.02,1,3,30,,N,N,N,N,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,30.8192825317,30.7785606384,0.0575908013,,,,0,0.02,1,3,29,,N,N,N,N,N
C5,Sample 9,Ssid,UNKNOWN,SYBR,None,Undetermined,36.6891555786,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
C7,Sample 9,Ssid,UNKNOWN,SYBR,None,36.6891555786,36.6891555786,,,,,0,0.02,1,3,35,,N,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
C9,,,,,,,,,,,,,,,,,,N,N,N,N,N
C10,,,,,,,,,,,,,,,,,,N,N,N,N,N
C11,,,,,,,,,,,,,,,,,,N,N,N,N,N
C12,,,,,,,,,,,,,,,,,,N,N,N,N,N
D1,Sample 3,Ssid,UNKNOWN,SYBR,None,19.7195720673,19.9947223663,0.389121294,,,,0,0.02,1,3,19,,N,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,29.9704971313,30.2514286041,0.3972970843,,,,0,0.02,1,3,28,,N,N,N,N,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.7218437195,29.7057418823,0.0227727853,,,,0,0.02,1,3,28,,N,N,N,N,N
D3,Sample 3,Ssid,UNKNOWN,SYBR,None,20.2698726654,19.9947223663,0.389121294,,,,0,0.02,1,3,17,,N,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,30.5323600769,30.2514286041,0.3972970843,,,,0,0.02,1,3,29,,N,N,N,N,N
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.6896381378,29.7057418823,0.0227727853,,,,0,0.02,1,3,28,,N,N,N,N,N
D5,Sample 10,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,15.1798362732,15.0353050232,0.2043973804,,,,0,0.02,1,3,13,,N,Y,N,N,N
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,8.4695653915,7.5668563843,1.2766230106,,,,0,0.02,1,3,6,,N,Y,N,N,N
D7,Sample 10,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,N,Y
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,14.8907747269,15.0353050232,0.2043973804,,,,0,0.02,1,3,13,,N,Y,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,6.6641478539,7.5668563843,1.2766230106,,,,0,0.02,1,3,5,,N,Y,N,N,N
D9,,,,,,,,,,,,,,,,,,N,N,N,N,N
D10,,,,,,,,,,,,,,,,,,N,N,N,N,N
D11,,,,,,,,,,,,,,,,,,N,N,N,N,N
D12,,,,,,,,,,,,,,,,,,N,N,N,N,N
E1,Sample 4,Ssid,UNKNOWN,SYBR,None,19.9006652832,20.1468276978,0.3481262326,,,,0,0.02,1,3,19,,N,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,31.4823722839,31.2095909119,0.3857697546,,,,0,0.02,1,3,30,,N,N,N,N,N
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,27.9028720856,27.8469467163,0.0790904164,,,,0,0.02,1,3,26,,N,N,N,N,N
E3,Sample 4,Ssid,UNKNOWN,SYBR,None,20.3929901123,20.1468276978,0.3481262326,,,,0,0.02,1,3,19,,N,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,30.9368114471,31.2095909119,0.3857697546,,,,0,0.02,1,3,29,,N,N,N,N,N
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,27.791021347,27.8469467163,0.0790904164,,,,0,0.02,1,3,26,,N,N,N,N,N
E5,,,,,,,,,,,,,,,,,,N,N,N,N,N
E6,,,,,,,,,,,,,,,,,,N,N,N,N,N
E7,,,,,,,,,,,,,,,,,,N,N,N,N,N
E8,,,,,,,,,,,,,,,,,,N,N,N,N,N
E9,,,,,,,,,,,,,,,,,,N,N,N,N,N
E10,,,,,,,,,,,,,,,,,,N,N,N,N,N
E11,,,,,,,,,,,,,,,,,,N,N,N,N,N
E12,,,,,,,,,,,,,,,,,,N,N,N,N,N
F1,Sample 5,Ssid,UNKNOWN,SYBR,None,18.7949390411,18.7567062378,0.0540693477,,,,0,0.02,1,3,17,,N,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,27.290102005,27.259765625,0.0429021195,,,,0,0.02,1,3,25,,N,N,Y,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
F3,Sample 5,Ssid,UNKNOWN,SYBR,None,18.7184734344,18.7567062378,0.0540693477,,,,0,0.02,1,3,17,,N,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,27.229429245,27.259765625,0.0429021195,,,,0,0.02,1,3,25,,N,N,Y,N,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
F5,,,,,,,,,,,,,,,,,,N,N,N,N,N
F6,,,,,,,,,,,,,,,,,,N,N,N,N,N
F7,,,,,,,,,,,,,,,,,,N,N,N,N,N
F8,,,,,,,,,,,,,,,,,,N,N,N,N,N
F9,,,,,,,,,,,,,,,,,,N,N,N,N,N
F10,,,,,,,,,,,,,,,,,,N,N,N,N,N
F11,,,,,,,,,,,,,,,,,,N,N,N,N,N
F12,,,,,,,,,,,,,,,,,,N,N,N,N,N
G1,Sample 6,Ssid,UNKNOWN,SYBR,None,20.5545978546,20.5070991516,0.0671746582,,,,0,0.02,1,3,19,,N,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,28.436164856,28.6285533905,0.2720784843,,,,0,0.02,1,3,27,,N,N,Y,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
G3,Sample 6,Ssid,UNKNOWN,SYBR,None,20.4595985413,20.5070991516,0.0671746582,,,,0,0.02,1,3,19,,N,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,28.820941925,28.6285533905,0.2720784843,,,,0,0.02,1,3,27,,N,N,Y,N,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
G5,,,,,,,,,,,,,,,,,,N,N,N,N,N
G6,,,,,,,,,,,,,,,,,,N,N,N,N,N
G7,,,,,,,,,,,,,,,,,,N,N,N,N,N
G8,,,,,,,,,,,,,,,,,,N,N,N,N,N
G9,,,,,,,,,,,,,,,,,,N,N,N,N,N
G10,,,,,,,,,,,,,,,,,,N,N,N,N,N
G11,,,,,,,,,,,,,,,,,,N,N,N,N,N
G12,,,,,,,,,,,,,,,,,,N,N,N,N,N
H1,NTC,Ssid,NTC,SYBR,None,9.8475389481,,,,,,0,0.02,1,3,39,,Y,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,30.1927776337,30.3373908997,0.2045140415,,,,0,0.02,1,3,28,,N,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,28.1315841675,28.1972770691,0.0929024443,,,,0,0.02,1,3,26,,N,N,N,N,N
H3,,,,,,,,,,,,,,,,,,N,N,N,N,N
H4,,,,,,,,,,,,,,,,,,N,N,N,N,N
H5,,,,,,,,,,,,,,,,,,N,N,N,N,N
H6,,,,,,,,,,,,,,,,,,N,N,N,N,N
H7,,,,,,,,,,,,,,,,,,N,N,N,N,N
H8,,,,,,,,,,,,,,,,,,N,N,N,N,N
H9,,,,,,,,,,,,,,,,,,N,N,N,N,N
H10,,,,,,,,,,,,,,,,,,N,N,N,N,N
H11,+,Ssid,UNKNOWN,SYBR,None,20.2847042084,20.0991439819,0.2624217868,,,,0,0.02,1,3,19,,N,N,N,N,N
H12,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
H12,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,N,Y
