Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate9.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-04-05 17:23:30 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,NOISE,EXPFAIL
C7,Sample 9,Ofav,UNKNOWN,SYBR,None,20.7784023285,20.7790145874,0.0008645161,,,,0,0.2,1,3,16,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,29,,N,N,N,N
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,30.0188274384,30.0265388489,0.010904233,,,,0,0.2,1,3,25,,N,N,N,N
C9,Sample 9,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
C10,Sample 9,Ofav,UNKNOWN,SYBR,None,20.779624939,20.7790145874,0.0008645161,,,,0,0.2,1,3,16,,N,N,N,N
C11,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
C11,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,30.0342483521,30.0265388489,0.010904233,,,,0,0.2,1,3,24,,N,N,N,Y
C12,Sample 9,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,26.8699398041,26.0065040588,1.2210838795,,,,0,0.2,1,3,22,,Y,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,Y,N,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,30.9955863953,30.9781036377,0.0247257017,,,,0,0.2,1,3,26,,N,Y,N,Y
D3,Sample 3,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
D4,Sample 3,Ofav,UNKNOWN,SYBR,None,25.1430664063,26.0065040588,1.2210838795,,,,0,0.2,1,3,20,,Y,N,N,N
D5,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
D5,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,30.9606189728,30.9781036377,0.0247257017,,,,0,0.2,1,3,25,,N,N,N,Y
D6,Sample 3,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
D7,Sample 10,Ofav,UNKNOWN,SYBR,None,22.4411621094,22.6579971313,0.306651026,,,,0,0.2,1,3,18,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,34,,Y,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,36.1600952148,36.5160064697,0.50333184,,,,0,0.2,1,3,31,,Y,N,N,N
D9,Sample 10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
D10,Sample 10,Ofav,UNKNOWN,SYBR,None,22.8748321533,22.6579971313,0.306651026,,,,0,0.2,1,3,19,,N,N,N,N
D11,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,Y,Y,N,Y
D11,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,36.8719139099,36.5160064697,0.50333184,,,,0,0.2,1,3,32,,Y,Y,N,Y
D12,Sample 10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,25.1566562653,25.3710460663,0.3031929731,,,,0,0.2,1,3,20,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,32.0317306519,32.2575035095,0.3192910254,,,,0,0.2,1,3,27,,N,N,N,Y
E3,Sample 4,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
E4,Sample 4,Ofav,UNKNOWN,SYBR,None,25.5854358673,25.3710460663,0.3031929731,,,,0,0.2,1,3,21,,N,N,N,N
E5,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
E5,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,32.4832763672,32.2575035095,0.3192910254,,,,0,0.2,1,3,27,,N,N,N,Y
E6,Sample 4,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
E7,Sample 11,Ofav,UNKNOWN,SYBR,None,24.351020813,24.3950233459,0.0622303262,,,,0,0.2,1,3,20,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,Y,N,Y
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.6085777283,,,,,0,0.2,1,3,39,,N,Y,N,Y
E9,Sample 11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
E10,Sample 11,Ofav,UNKNOWN,SYBR,None,24.4390277863,24.3950233459,0.0622303262,,,,0,0.2,1,3,20,,N,N,N,N
E11,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,Y,N,Y
E11,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,39.6085777283,39.6085777283,,,,,0,0.2,1,3,34,,N,Y,N,Y
E12,Sample 11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,23.1905727386,23.2069396973,0.0231477227,,,,0,0.2,1,3,19,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,Y,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,34.9764785767,35.2999649048,0.4574814439,,,,0,0.2,1,3,29,,N,Y,N,Y
F3,Sample 5,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,34,,N,N,N,N
F4,Sample 5,Ofav,UNKNOWN,SYBR,None,23.2233085632,23.2069396973,0.0231477227,,,,0,0.2,1,3,19,,N,N,N,N
F5,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,Y,N,Y
F5,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,35.6234550476,35.2999649048,0.4574814439,,,,0,0.2,1,3,30,,N,Y,N,Y
F6,Sample 5,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
F7,Sample 12,Ofav,UNKNOWN,SYBR,None,23.2593402863,23.1671142578,0.1304273009,,,,0,0.2,1,3,19,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,Y,Y,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,38.7414283752,38.1177597046,0.8819980025,,,,0,0.2,1,3,34,,Y,Y,N,Y
F9,Sample 12,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
F10,Sample 12,Ofav,UNKNOWN,SYBR,None,23.0748882294,23.1671142578,0.1304273009,,,,0,0.2,1,3,19,,N,N,N,N
F11,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,Y,Y,N,Y
F11,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,37.4940948486,38.1177597046,0.8819980025,,,,0,0.2,1,3,32,,Y,Y,N,Y
F12,Sample 12,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,23.7096138,24.0672893524,0.5058296323,,,,0,0.2,1,3,19,,Y,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,Y,Y,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,39.4282302856,38.2282905579,1.6969710588,,,,0,0.2,1,3,33,,Y,Y,N,Y
G3,Sample 6,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
G4,Sample 6,Ofav,UNKNOWN,SYBR,None,24.4249649048,24.0672893524,0.5058296323,,,,0,0.2,1,3,20,,Y,N,N,N
G5,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,Y,Y,N,Y
G5,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,37.0283508301,38.2282905579,1.6969710588,,,,0,0.2,1,3,32,,Y,Y,N,Y
G6,Sample 6,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
G7,Sample 13,Ofav,UNKNOWN,SYBR,None,20.3509731293,20.3501834869,0.0011167229,,,,0,0.2,1,3,16,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,33,,N,N,N,N
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,29.1175823212,29.3243713379,0.2924451828,,,,0,0.2,1,3,24,,N,N,N,N
G9,Sample 13,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
G10,Sample 13,Ofav,UNKNOWN,SYBR,None,20.3493938446,20.3501834869,0.0011167229,,,,0,0.2,1,3,16,,N,N,N,N
G11,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,28,,N,N,N,N
G11,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,29.531162262,29.3243713379,0.2924451828,,,,0,0.2,1,3,24,,N,N,N,N
G12,Sample 13,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
H1,+,Ofav,UNKNOWN,SYBR,None,23.729429245,23.5578689575,0.2426242381,,,,0,0.2,1,3,19,,N,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,33.8013076782,33.4072303772,0.5573094487,,,,0,0.2,1,3,27,,Y,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,31.7950820923,31.6258087158,0.2393887043,,,,0,0.2,1,3,26,,Y,N,N,N
H3,+,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,35,,N,N,N,N
H4,Sample 14,Ofav,UNKNOWN,SYBR,None,20.7483577728,20.8354377747,0.1231497228,,,,0,0.2,1,3,16,,N,N,Y,N
H5,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,30,,N,N,N,N
H5,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,31.8395462036,31.7098617554,0.1834028512,,,,0,0.2,1,3,27,,N,N,N,N
H6,Sample 14,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
H7,Sample 14,Ofav,UNKNOWN,SYBR,None,20.9225177765,20.8354377747,0.1231497228,,,,0,0.2,1,3,16,,N,N,N,N
H8,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,30,,N,N,N,N
H8,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,31.5801753998,31.7098617554,0.1834028512,,,,0,0.2,1,3,26,,N,N,N,N
H9,Sample 14,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
H10,+,Ofav,UNKNOWN,SYBR,None,23.3863067627,23.5578689575,0.2426242381,,,,0,0.2,1,3,19,,N,N,N,N
H11,+,C,UNKNOWN,VIC,NFQ-MGB,33.0131530762,33.4072303772,0.5573094487,,,,0,0.2,1,3,26,,Y,N,N,N
H11,+,D,UNKNOWN,FAM,NFQ-MGB,31.4565353394,31.6258087158,0.2393887043,,,,0,0.2,1,3,26,,Y,N,N,N
H12,+,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.2,1,3,39,,N,N,N,Y
