Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate11.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-05-07 14:09:43 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
A10,-,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
A11,,,,,,,,,,,,,,,,,,N,N,N,N
A12,,,,,,,,,,,,,,,,,,N,N,N,N
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,18.5884647369,17.9938583374,0.8408991098,,,,0,0.02,1,3,16,,N,Y,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y,Y
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,28.5491542816,28.9472618103,0.5630077124,,,,0,0.02,1,3,27,,N,Y,Y,Y
B3,Sample 1,Ofav,UNKNOWN,SYBR,None,17.3992538452,17.9938583374,0.8408991098,,,,0,0.02,1,3,16,,N,Y,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,29.3453674316,28.9472618103,0.5630077124,,,,0,0.02,1,3,27,,N,Y,N,Y
B5,Sample 7,Ofav,UNKNOWN,SYBR,None,19.9042739868,19.7307929993,0.2453378141,,,,0,0.02,1,3,18,,N,N,N,N
B6,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,36.9835014343,36.9835014343,,,,,0,0.02,1,3,31,,N,N,N,N
B6,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,28.7642230988,28.8385009766,0.1050461307,,,,0,0.02,1,3,27,,N,N,N,N
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,19.5573139191,19.7307929993,0.2453378141,,,,0,0.02,1,3,18,,N,N,N,N
B8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.9835014343,,,,,0,0.02,1,3,39,,N,N,N,Y
B8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,28.9127807617,28.8385009766,0.1050461307,,,,0,0.02,1,3,27,,N,N,N,Y
B9,Sample 13,Ofav,UNKNOWN,SYBR,None,35.8052711487,35.8052711487,,,,,0,0.02,1,3,34,,N,N,N,N
B10,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B10,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B11,Sample 13,Ofav,UNKNOWN,SYBR,None,Undetermined,35.8052711487,,,,,0,0.02,1,3,39,,N,N,N,Y
B12,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B12,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C1,Sample 2,Ofav,UNKNOWN,SYBR,None,24.5734100342,27.3036727905,3.8611745834,,,,0,0.02,1,3,23,,N,Y,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.3038673401,,,,,0,0.02,1,3,39,,N,N,Y,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,28.9196224213,28.9304847717,0.0153603349,,,,0,0.02,1,3,27,,N,N,Y,Y
C3,Sample 2,Ofav,UNKNOWN,SYBR,None,30.0339355469,27.3036727905,3.8611745834,,,,0,0.02,1,3,30,,N,Y,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,37.3038673401,37.3038673401,,,,,0,0.02,1,3,31,,N,N,N,N
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,28.9413452148,28.9304847717,0.0153603349,,,,0,0.02,1,3,27,,N,N,N,N
C5,Sample 8,Ofav,UNKNOWN,SYBR,None,20.4193134308,20.4145736694,0.006701686,,,,0,0.02,1,3,19,,N,N,N,N
C6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.3921394348,27.7412776947,0.4937560558,,,,0,0.02,1,3,25,,N,N,N,Y
C7,Sample 8,Ofav,UNKNOWN,SYBR,None,20.4098358154,20.4145736694,0.006701686,,,,0,0.02,1,3,19,,N,N,N,N
C8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,28.0904159546,27.7412776947,0.4937560558,,,,0,0.02,1,3,26,,N,N,Y,Y
C9,Sample 14,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C10,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
C10,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,28.7219161987,29.1412067413,0.5929663777,,,,0,0.02,1,3,27,,N,Y,N,Y
C11,Sample 14,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C12,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
C12,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,29.5604972839,29.1412067413,0.5929663777,,,,0,0.02,1,3,28,,N,Y,N,Y
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,37.8369102478,34.9196548462,4.1256222725,,,,0,0.02,1,3,34,,N,Y,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,28.779586792,29.0038967133,0.3172221184,,,,0,0.02,1,3,27,,N,N,Y,Y
D3,Sample 3,Ofav,UNKNOWN,SYBR,None,32.0023994446,34.9196548462,4.1256222725,,,,0,0.02,1,3,31,,N,Y,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.2282066345,29.0038967133,0.3172221184,,,,0,0.02,1,3,27,,N,N,N,Y
D5,Sample 9,Ofav,UNKNOWN,SYBR,None,23.319437027,21.9412307739,1.9490779638,,,,0,0.02,1,3,22,,N,Y,N,N
D6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,28.8955631256,29.0629787445,0.2367614359,,,,0,0.02,1,3,27,,N,N,N,Y
D7,Sample 9,Ofav,UNKNOWN,SYBR,None,20.5630245209,21.9412307739,1.9490779638,,,,0,0.02,1,3,19,,N,Y,N,N
D8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,29.2303943634,29.0629787445,0.2367614359,,,,0,0.02,1,3,27,,N,N,N,Y
D9,Sample 15,Ofav,UNKNOWN,SYBR,None,21.9218387604,21.5463867188,0.5309680104,,,,0,0.02,1,3,20,,N,Y,N,N
D10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,29.1661720276,29.1738986969,0.0109271603,,,,0,0.02,1,3,27,,N,N,N,Y
D11,Sample 15,Ofav,UNKNOWN,SYBR,None,21.1709365845,21.5463867188,0.5309680104,,,,0,0.02,1,3,20,,N,Y,N,N
D12,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D12,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,29.1816253662,29.1738986969,0.0109271603,,,,0,0.02,1,3,27,,N,N,N,Y
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,25.8382701874,24.2841339111,2.197881937,,,,0,0.02,1,3,24,,N,Y,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,28.5527667999,28.7631721497,0.2975594401,,,,0,0.02,1,3,26,,N,N,Y,Y
E3,Sample 4,Ofav,UNKNOWN,SYBR,None,22.7299957275,24.2841339111,2.197881937,,,,0,0.02,1,3,21,,N,Y,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,28.9735794067,28.7631721497,0.2975594401,,,,0,0.02,1,3,27,,N,N,N,Y
E5,Sample 10,Ofav,UNKNOWN,SYBR,None,39.5929145813,35.9028434753,5.2185487747,,,,0,0.02,1,3,39,,N,Y,N,Y
E6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.4518203735,28.5881843567,0.1928491443,,,,0,0.02,1,3,26,,N,N,Y,Y
E7,Sample 10,Ofav,UNKNOWN,SYBR,None,32.2127723694,35.9028434753,5.2185487747,,,,0,0.02,1,3,31,,N,Y,N,N
E8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.7245502472,28.5881843567,0.1928491443,,,,0,0.02,1,3,27,,N,N,N,Y
E9,Sample 16,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,27.6057357788,27.8558502197,0.3537138999,,,,0,0.02,1,3,26,,N,N,N,Y
E11,Sample 16,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,28.1059627533,27.8558502197,0.3537138999,,,,0,0.02,1,3,26,,N,N,Y,Y
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,29.1676521301,26.0049285889,4.4727678299,,,,0,0.02,1,3,28,,N,Y,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.769701004,28.8364334106,0.0943738744,,,,0,0.02,1,3,27,,N,N,N,Y
F3,Sample 5,Ofav,UNKNOWN,SYBR,None,22.8422031403,26.0049285889,4.4727678299,,,,0,0.02,1,3,21,,N,Y,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.9031658173,28.8364334106,0.0943738744,,,,0,0.02,1,3,27,,N,N,N,Y
F5,Sample 11,Ofav,UNKNOWN,SYBR,None,19.1566371918,18.9533061981,0.2875534594,,,,0,0.02,1,3,18,,N,N,N,N
F6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,29.284576416,29.4804954529,0.2770700157,,,,0,0.02,1,3,27,,N,N,Y,Y
F7,Sample 11,Ofav,UNKNOWN,SYBR,None,18.7499752045,18.9533061981,0.2875534594,,,,0,0.02,1,3,17,,N,N,N,N
F8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,29.6764125824,29.4804954529,0.2770700157,,,,0,0.02,1,3,27,,N,N,Y,Y
F9,Sample 17,Ofav,UNKNOWN,SYBR,None,26.7228546143,25.6147651672,1.567073822,,,,0,0.02,1,3,26,,N,Y,N,N
F10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.5191802979,,,,,0,0.02,1,3,39,,N,N,Y,Y
F10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.5590515137,27.7250881195,0.2348112166,,,,0,0.02,1,3,25,,N,N,Y,Y
F11,Sample 17,Ofav,UNKNOWN,SYBR,None,24.5066776276,25.6147651672,1.567073822,,,,0,0.02,1,3,23,,N,Y,N,N
F12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,34.5191802979,34.5191802979,,,,,0,0.02,1,3,30,,N,N,N,N
F12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,27.8911247253,27.7250881195,0.2348112166,,,,0,0.02,1,3,26,,N,N,N,N
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,21.4434757233,21.0542106628,0.5505052805,,,,0,0.02,1,3,19,,N,Y,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,35.6594352722,35.6594352722,,,,,0,0.02,1,3,32,,N,N,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.9816703796,29.0689048767,0.1233668625,,,,0,0.02,1,3,27,,N,N,N,N
G3,Sample 6,Ofav,UNKNOWN,SYBR,None,20.6649436951,21.0542106628,0.5505052805,,,,0,0.02,1,3,19,,N,Y,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.6594352722,,,,,0,0.02,1,3,39,,N,N,Y,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,29.1561374664,29.0689048767,0.1233668625,,,,0,0.02,1,3,27,,N,N,Y,Y
G5,Sample 12,Ofav,UNKNOWN,SYBR,None,19.6328220367,19.545135498,0.1240088418,,,,0,0.02,1,3,18,,N,N,N,N
G6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.4482650757,28.6427268982,0.2750118971,,,,0,0.02,1,3,26,,N,N,Y,Y
G7,Sample 12,Ofav,UNKNOWN,SYBR,None,19.457447052,19.545135498,0.1240088418,,,,0,0.02,1,3,18,,N,N,N,N
G8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
G8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.8371906281,28.6427268982,0.2750118971,,,,0,0.02,1,3,27,,N,N,Y,Y
G9,Sample 18,Ofav,UNKNOWN,SYBR,None,Undetermined,30.6210727692,,,,,0,0.02,1,3,39,,N,N,Y,Y
G10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.7283439636,,,,,0,0.02,1,3,39,,N,Y,N,Y
G10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.4729785919,28.0241565704,0.7794833779,,,,0,0.02,1,3,25,,N,Y,N,Y
G11,Sample 18,Ofav,UNKNOWN,SYBR,None,30.6210727692,30.6210727692,,,,,0,0.02,1,3,30,,N,N,N,N
G12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,34.7283439636,34.7283439636,,,,,0,0.02,1,3,30,,N,Y,N,N
G12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,28.575334549,28.0241565704,0.7794833779,,,,0,0.02,1,3,27,,N,Y,N,N
H1,,,,,,,,,,,,,,,,,,N,N,N,N
H2,,,,,,,,,,,,,,,,,,N,N,N,N
H3,,,,,,,,,,,,,,,,,,N,N,N,N
H4,,,,,,,,,,,,,,,,,,N,N,N,N
H5,+,Ofav,UNKNOWN,SYBR,None,33.9562187195,33.9562187195,,,,,0,0.02,1,3,33,,N,N,N,N
H6,+,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y,Y
H6,+,D,UNKNOWN,FAM,NFQ-MGB,28.357629776,30.7987480164,3.4522612095,,,,0,0.02,1,3,26,,N,Y,Y,Y
H7,+,Ofav,UNKNOWN,SYBR,None,Undetermined,33.9562187195,,,,,0,0.02,1,3,39,,N,N,N,Y
H8,+,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y,Y
H8,+,D,UNKNOWN,FAM,NFQ-MGB,33.2398643494,30.7987480164,3.4522612095,,,,0,0.02,1,3,31,,N,Y,Y,Y
H9,,,,,,,,,,,,,,,,,,N,N,N,N
H10,,,,,,,,,,,,,,,,,,N,N,N,N
H11,,,,,,,,,,,,,,,,,,N,N,N,N
H12,,,,,,,,,,,,,,,,,,N,N,N,N
