Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Rerun3.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-11-05 14:39:21 PM EST,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,NOISE,EXPFAIL
C1,Sample 2,Ofav,UNKNOWN,SYBR,None,21.4675598145,21.4286880493,0.0549729764,,,,0,0.02,1,3,20,,N,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,26.6959037781,26.5074443817,0.2665218413,,,,0,0.02,1,3,25,,N,N,N,Y
C3,Sample 2,Ofav,UNKNOWN,SYBR,None,21.3898162842,21.4286880493,0.0549729764,,,,0,0.02,1,3,19,,N,N,N,N
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,26.3189849854,26.5074443817,0.2665218413,,,,0,0.02,1,3,24,,N,N,N,Y
C5,Sample 9,Ofav,UNKNOWN,SYBR,None,20.0697879791,20.0905075073,0.0293004885,,,,0,0.02,1,3,17,,N,N,N,N
C6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,23.1641693115,23.2053909302,0.0582975224,,,,0,0.02,1,3,21,,N,N,N,Y
C7,Sample 9,Ofav,UNKNOWN,SYBR,None,20.1112251282,20.0905075073,0.0293004885,,,,0,0.02,1,3,18,,N,N,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,23.2466144562,23.2053909302,0.0582975224,,,,0,0.02,1,3,21,,N,N,N,Y
C9,Sample 17,Ofav,UNKNOWN,SYBR,None,20.0286216736,19.7329711914,0.4181142747,,,,0,0.02,1,3,18,,N,N,N,N
C10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,26.1024990082,26.2335166931,0.1852883399,,,,0,0.02,1,3,24,,N,N,N,Y
C11,Sample 17,Ofav,UNKNOWN,SYBR,None,19.4373188019,19.7329711914,0.4181142747,,,,0,0.02,1,3,18,,N,N,N,N
C12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
C12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,26.3645362854,26.2335166931,0.1852883399,,,,0,0.02,1,3,24,,N,Y,N,Y
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,19.6335487366,19.3784713745,0.3607352078,,,,0,0.02,1,3,18,,N,N,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,26.6985092163,26.6972618103,0.0017654472,,,,0,0.02,1,3,25,,N,N,N,Y
D3,Sample 3,Ofav,UNKNOWN,SYBR,None,19.1233921051,19.3784713745,0.3607352078,,,,0,0.02,1,3,17,,N,N,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,26.6960124969,26.6972618103,0.0017654472,,,,0,0.02,1,3,25,,N,N,N,Y
D5,Sample 10,Ofav,UNKNOWN,SYBR,None,20.6248607635,20.8228282928,0.2799683511,,,,0,0.02,1,3,19,,N,N,N,N
D6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,25.8358383179,25.7777137756,0.0822018683,,,,0,0.02,1,3,24,,N,N,N,Y
D7,Sample 10,Ofav,UNKNOWN,SYBR,None,21.0207958221,20.8228282928,0.2799683511,,,,0,0.02,1,3,19,,N,N,N,N
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,25.719587326,25.7777137756,0.0822018683,,,,0,0.02,1,3,24,,N,N,N,Y
D9,Sample 18,Ofav,UNKNOWN,SYBR,None,18.8682594299,18.8887310028,0.0289511755,,,,0,0.02,1,3,17,,N,N,N,N
D10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.2351226807,,,,,0,0.02,1,3,39,,N,N,N,Y
D10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,24.9065208435,24.9583435059,0.073288314,,,,0,0.02,1,3,23,,N,N,N,Y
D11,Sample 18,Ofav,UNKNOWN,SYBR,None,18.9092025757,18.8887310028,0.0289511755,,,,0,0.02,1,3,17,,N,N,N,N
D12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,33.2351226807,33.2351226807,,,,,0,0.02,1,3,26,,N,N,N,N
D12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,25.0101661682,24.9583435059,0.073288314,,,,0,0.02,1,3,23,,N,N,N,N
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,20.7138118744,20.7571411133,0.0612767972,,,,0,0.02,1,3,18,,N,N,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,26.5250377655,26.5953063965,0.0993735045,,,,0,0.02,1,3,25,,N,N,N,Y
E3,Sample 4,Ofav,UNKNOWN,SYBR,None,20.8004703522,20.7571411133,0.0612767972,,,,0,0.02,1,3,19,,N,N,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,26.6655731201,26.5953063965,0.0993735045,,,,0,0.02,1,3,25,,N,N,N,Y
E5,Sample 11,Ofav,UNKNOWN,SYBR,None,31.7739524841,31.8223266602,0.0684114173,,,,0,0.02,1,3,28,,N,N,Y,N
E6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,25.0243015289,25.0654563904,0.0582004152,,,,0,0.02,1,3,23,,N,N,N,Y
E7,Sample 11,Ofav,UNKNOWN,SYBR,None,31.8707008362,31.8223266602,0.0684114173,,,,0,0.02,1,3,31,,N,N,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,25.1066093445,25.0654563904,0.0582004152,,,,0,0.02,1,3,23,,N,N,N,Y
E9,Sample 19,Ofav,UNKNOWN,SYBR,None,20.605260849,20.7705192566,0.2337120324,,,,0,0.02,1,3,19,,N,N,N,N
E10,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E10,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,24.8759975433,24.9486904144,0.1028032452,,,,0,0.02,1,3,23,,N,N,N,Y
E11,Sample 19,Ofav,UNKNOWN,SYBR,None,20.9357795715,20.7705192566,0.2337120324,,,,0,0.02,1,3,19,,N,N,N,N
E12,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
E12,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,25.0213832855,24.9486904144,0.1028032452,,,,0,0.02,1,3,23,,N,Y,N,Y
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,20.844379425,20.8611869812,0.0237708222,,,,0,0.02,1,3,18,,N,N,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,26.5040359497,26.4303207397,0.1042490527,,,,0,0.02,1,3,25,,N,N,N,Y
F3,Sample 5,Ofav,UNKNOWN,SYBR,None,20.8779964447,20.8611869812,0.0237708222,,,,0,0.02,1,3,18,,N,N,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,26.3566055298,26.4303207397,0.1042490527,,,,0,0.02,1,3,25,,N,N,N,Y
F5,Sample 12,Ofav,UNKNOWN,SYBR,None,20.9917259216,20.9132766724,0.110945344,,,,0,0.02,1,3,19,,N,N,N,N
F6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.8602352142,26.0772361755,0.3068870604,,,,0,0.02,1,3,24,,N,N,N,Y
F7,Sample 12,Ofav,UNKNOWN,SYBR,None,20.8348255157,20.9132766724,0.110945344,,,,0,0.02,1,3,19,,N,N,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,26.2942390442,26.0772361755,0.3068870604,,,,0,0.02,1,3,24,,N,N,N,Y
F9,Sample 20,Ofav,UNKNOWN,SYBR,None,19.8527793884,20.1011619568,0.3512646556,,,,0,0.02,1,3,18,,N,N,N,N
F10,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F10,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,27.1662330627,27.2015037537,0.0498802885,,,,0,0.02,1,3,25,,N,N,N,Y
F11,Sample 20,Ofav,UNKNOWN,SYBR,None,20.3495426178,20.1011619568,0.3512646556,,,,0,0.02,1,3,19,,N,N,N,N
F12,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F12,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,27.2367744446,27.2015037537,0.0498802885,,,,0,0.02,1,3,25,,N,N,N,Y
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,22.8687591553,22.8574409485,0.0160050131,,,,0,0.02,1,3,20,,N,N,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,N,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,29.3744106293,29.7598304749,0.5450646281,,,,0,0.02,1,3,27,,Y,N,N,Y
G3,Sample 6,Ofav,UNKNOWN,SYBR,None,22.846124649,22.8574409485,0.0160050131,,,,0,0.02,1,3,20,,N,N,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,N,N,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,30.1452484131,29.7598304749,0.5450646281,,,,0,0.02,1,3,28,,Y,N,N,Y
G5,Sample 13,Ofav,UNKNOWN,SYBR,None,20.9050102234,20.7604789734,0.2043994069,,,,0,0.02,1,3,19,,N,N,N,N
G6,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G6,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,27.1817893982,27.3440742493,0.2295040935,,,,0,0.02,1,3,25,,N,N,N,Y
G7,Sample 13,Ofav,UNKNOWN,SYBR,None,20.615945816,20.7604789734,0.2043994069,,,,0,0.02,1,3,19,,N,N,N,N
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,27.506357193,27.3440742493,0.2295040935,,,,0,0.02,1,3,26,,N,N,N,Y
G9,Sample 21,Ofav,UNKNOWN,SYBR,None,19.5974597931,19.2352485657,0.5122426748,,,,0,0.02,1,3,18,,Y,N,N,N
G10,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G10,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,23.9392471313,24.0491161346,0.1553782374,,,,0,0.02,1,3,22,,N,N,N,Y
G11,Sample 21,Ofav,UNKNOWN,SYBR,None,18.8730392456,19.2352485657,0.5122426748,,,,0,0.02,1,3,17,,Y,N,N,N
G12,Sample 21,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
G12,Sample 21,D,UNKNOWN,FAM,NFQ-MGB,24.1589851379,24.0491161346,0.1553782374,,,,0,0.02,1,3,22,,N,N,N,Y
H1,NTC,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H2,+,C,UNKNOWN,VIC,NFQ-MGB,14.8429517746,14.7526426315,0.1277164221,,,,0,0.02,1,3,12,,N,N,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,9.999584198,9.9750509262,0.0346952863,,,,0,0.02,1,3,7,,N,N,N,N
H3,Sample 14,Ofav,UNKNOWN,SYBR,None,22.3503456116,22.1799812317,0.2409302741,,,,0,0.02,1,3,20,,N,N,N,N
H4,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
H4,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.5562953949,27.7272262573,0.2417327464,,,,0,0.02,1,3,26,,N,Y,N,Y
H5,Sample 14,Ofav,UNKNOWN,SYBR,None,22.0096187592,22.1799812317,0.2409302741,,,,0,0.02,1,3,20,,N,N,N,N
H6,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
H6,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.8981571198,27.7272262573,0.2417327464,,,,0,0.02,1,3,26,,N,N,N,Y
H7,Sample 22,Ofav,UNKNOWN,SYBR,None,20.3682117462,20.2076072693,0.2271290272,,,,0,0.02,1,3,18,,N,N,N,N
H8,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
H8,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,24.4708709717,24.4702796936,0.0008348448,,,,0,0.02,1,3,22,,N,Y,N,Y
H9,Sample 22,Ofav,UNKNOWN,SYBR,None,20.0470027924,20.2076072693,0.2271290272,,,,0,0.02,1,3,18,,N,N,N,N
H10,Sample 22,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
H10,Sample 22,D,UNKNOWN,FAM,NFQ-MGB,24.4696903229,24.4702796936,0.0008348448,,,,0,0.02,1,3,22,,N,Y,N,Y
H11,+,Ofav,UNKNOWN,SYBR,None,6.6270294189,7.7571706772,1.5982611179,,,,0,0.02,1,3,5,,Y,N,N,N
H12,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
H12,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,N,Y
