Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate13.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-05-07 15:48:05 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,AMPNC,HIGHSD,NOAMP,EXPFAIL
A10,-,C,UNKNOWN,VIC,NFQ-MGB,34.1467590332,34.1467590332,,,,,0,0.02,1,3,31,,N,N,N,N
A10,-,D,UNKNOWN,FAM,NFQ-MGB,28.6333084106,28.5051193237,0.1812853962,,,,0,0.02,1,3,27,,N,N,N,N
A11,,,,,,,,,,,,,,,,,,N,N,N,N
A12,,,,,,,,,,,,,,,,,,N,N,N,N
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,18.8854579926,18.6786231995,0.2925099134,,,,0,0.02,1,3,16,,N,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,29.5401248932,29.812543869,0.385258615,,,,0,0.02,1,3,28,,N,N,Y,Y
B3,Sample 1,Ofav,UNKNOWN,SYBR,None,18.471786499,18.6786231995,0.2925099134,,,,0,0.02,1,3,17,,N,N,N,N
B4,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
B4,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,30.0849628448,29.812543869,0.385258615,,,,0,0.02,1,3,28,,N,N,Y,Y
B5,Sample 7,Ofav,UNKNOWN,SYBR,None,20.9665756226,20.8018722534,0.2329243869,,,,0,0.02,1,3,19,,N,N,N,N
B6,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
B6,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,27.8343200684,27.7780246735,0.079613708,,,,0,0.02,1,3,26,,N,N,N,Y
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,20.6371707916,20.8018722534,0.2329243869,,,,0,0.02,1,3,19,,N,N,N,N
B8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
B8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,27.7217292786,27.7780246735,0.079613708,,,,0,0.02,1,3,26,,N,N,N,Y
B9,Sample 13,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
B10,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,37.0475769043,36.4450836182,0.8520541787,,,,0,0.02,1,3,31,,N,Y,N,N
B10,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,29.9419803619,30.067281723,0.1772028804,,,,0,0.02,1,3,28,,N,Y,N,N
B11,Sample 13,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
B12,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,35.842590332,36.4450836182,0.8520541787,,,,0,0.02,1,3,32,,N,Y,N,N
B12,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,30.1925830841,30.067281723,0.1772028804,,,,0,0.02,1,3,28,,N,Y,N,N
C1,Sample 2,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,31.2578144073,31.2892131805,0.04440457,,,,0,0.02,1,3,29,,N,N,Y,Y
C3,Sample 2,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
C4,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
C4,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,31.3206119537,31.2892131805,0.04440457,,,,0,0.02,1,3,29,,N,N,Y,Y
C5,Sample 8,Ofav,UNKNOWN,SYBR,None,21.589258194,21.9767913818,0.5480533242,,,,0,0.02,1,3,20,,N,Y,N,N
C6,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,35.3080482483,35.3080482483,,,,,0,0.02,1,3,30,,N,N,N,N
C6,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.3107089996,27.5401115417,0.3244228363,,,,0,0.02,1,3,25,,N,N,N,N
C7,Sample 8,Ofav,UNKNOWN,SYBR,None,22.3643226624,21.9767913818,0.5480533242,,,,0,0.02,1,3,21,,N,Y,N,N
C8,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.3080482483,,,,,0,0.02,1,3,39,,N,N,N,Y
C8,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,27.7695121765,27.5401115417,0.3244228363,,,,0,0.02,1,3,26,,N,N,N,Y
C9,Sample 14,Ofav,UNKNOWN,SYBR,None,18.679599762,18.5820808411,0.1379139274,,,,0,0.02,1,3,17,,N,N,N,N
C10,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.036190033,,,,,0,0.02,1,3,39,,N,N,N,Y
C10,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.407125473,27.5886573792,0.2567262352,,,,0,0.02,1,3,25,,N,N,N,Y
C11,Sample 14,Ofav,UNKNOWN,SYBR,None,18.4845600128,18.5820808411,0.1379139274,,,,0,0.02,1,3,17,,N,N,N,N
C12,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,35.036190033,35.036190033,,,,,0,0.02,1,3,30,,N,N,N,N
C12,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,27.7701911926,27.5886573792,0.2567262352,,,,0,0.02,1,3,26,,N,N,N,N
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,23.8809547424,23.0051174164,1.2386209965,,,,0,0.02,1,3,23,,N,Y,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,28.9030017853,29.1186828613,0.3050191104,,,,0,0.02,1,3,27,,N,N,Y,Y
D3,Sample 3,Ofav,UNKNOWN,SYBR,None,22.1292800903,23.0051174164,1.2386209965,,,,0,0.02,1,3,21,,N,Y,N,N
D4,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
D4,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.3343639374,29.1186828613,0.3050191104,,,,0,0.02,1,3,27,,N,N,Y,Y
D5,Sample 9,Ofav,UNKNOWN,SYBR,None,Undetermined,21.0864200592,,,,,0,0.02,1,3,39,,N,N,N,Y
D6,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.6743011475,,,,,0,0.02,1,3,39,,N,N,N,Y
D6,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.8490505219,27.8790569305,0.042435471,,,,0,0.02,1,3,26,,N,N,N,Y
D7,Sample 9,Ofav,UNKNOWN,SYBR,None,21.0864200592,21.0864200592,,,,,0,0.02,1,3,20,,N,N,N,N
D8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,34.6743011475,34.6743011475,,,,,0,0.02,1,3,30,,N,N,N,N
D8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.9090633392,27.8790569305,0.042435471,,,,0,0.02,1,3,26,,N,N,N,N
D9,Sample 15,Ofav,UNKNOWN,SYBR,None,18.6758747101,18.5805149078,0.1348591298,,,,0,0.02,1,3,17,,N,N,N,N
D10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,35.5505065918,35.5766716003,0.0370029099,,,,0,0.02,1,3,31,,N,N,N,N
D10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,28.2386264801,28.4286308289,0.268705368,,,,0,0.02,1,3,26,,N,N,N,N
D11,Sample 15,Ofav,UNKNOWN,SYBR,None,18.4851551056,18.5805149078,0.1348591298,,,,0,0.02,1,3,17,,N,N,N,N
D12,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,35.6028366089,35.5766716003,0.0370029099,,,,0,0.02,1,3,30,,N,N,N,N
D12,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,28.6186332703,28.4286308289,0.268705368,,,,0,0.02,1,3,27,,N,N,N,N
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,33.8423538208,29.8232116699,5.6839241982,,,,0,0.02,1,3,33,,N,Y,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,29.2404060364,29.268819809,0.0401831418,,,,0,0.02,1,3,27,,N,N,Y,Y
E3,Sample 4,Ofav,UNKNOWN,SYBR,None,25.8040714264,29.8232116699,5.6839241982,,,,0,0.02,1,3,24,,N,Y,N,N
E4,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E4,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,29.2972335815,29.268819809,0.0401831418,,,,0,0.02,1,3,27,,N,N,Y,Y
E5,Sample 10,Ofav,UNKNOWN,SYBR,None,39.0275192261,35.8357086182,4.5139017105,,,,0,0.02,1,3,39,,N,Y,N,Y
E6,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
E6,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.4235649109,28.4920768738,0.0968891978,,,,0,0.02,1,3,26,,N,N,Y,Y
E7,Sample 10,Ofav,UNKNOWN,SYBR,None,32.6438980103,35.8357086182,4.5139017105,,,,0,0.02,1,3,32,,N,Y,N,N
E8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
E8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,28.5605869293,28.4920768738,0.0968891978,,,,0,0.02,1,3,27,,N,N,N,Y
E9,Sample 16,Ofav,UNKNOWN,SYBR,None,28.7311973572,26.6023178101,3.0106902122,,,,0,0.02,1,3,28,,N,Y,N,N
E10,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,35.8049583435,35.8049583435,,,,,0,0.02,1,3,30,,N,N,N,N
E10,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,28.4326114655,28.6810455322,0.3513374925,,,,0,0.02,1,3,27,,N,N,N,N
E11,Sample 16,Ofav,UNKNOWN,SYBR,None,24.4734382629,26.6023178101,3.0106902122,,,,0,0.02,1,3,23,,N,Y,N,N
E12,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.8049583435,,,,,0,0.02,1,3,39,,N,N,N,Y
E12,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,28.9294776917,28.6810455322,0.3513374925,,,,0,0.02,1,3,27,,N,N,N,Y
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,27.4646568298,26.9377346039,0.7451805472,,,,0,0.02,1,3,27,,N,Y,N,N
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,N,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,27.9264450073,28.0627441406,0.1927547306,,,,0,0.02,1,3,26,,N,N,N,Y
F3,Sample 5,Ofav,UNKNOWN,SYBR,None,26.4108123779,26.9377346039,0.7451805472,,,,0,0.02,1,3,26,,N,Y,N,N
F4,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F4,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.1990413666,28.0627441406,0.1927547306,,,,0,0.02,1,3,26,,N,N,Y,Y
F5,Sample 11,Ofav,UNKNOWN,SYBR,None,19.4389209747,19.4819393158,0.0608371198,,,,0,0.02,1,3,18,,N,N,N,N
F6,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F6,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,28.7599315643,28.5142669678,0.3474208415,,,,0,0.02,1,3,27,,N,N,Y,Y
F7,Sample 11,Ofav,UNKNOWN,SYBR,None,19.5249576569,19.4819393158,0.0608371198,,,,0,0.02,1,3,18,,N,N,N,N
F8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y,Y
F8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,28.2686042786,28.5142669678,0.3474208415,,,,0,0.02,1,3,26,,N,N,Y,Y
F9,Sample 17,Ofav,UNKNOWN,SYBR,None,30.8618850708,31.1754570007,0.4434576631,,,,0,0.02,1,3,30,,N,N,N,N
F10,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.2061920166,,,,,0,0.02,1,3,39,,N,N,Y,Y
F10,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,28.395570755,28.5526504517,0.2221428901,,,,0,0.02,1,3,26,,N,N,Y,Y
F11,Sample 17,Ofav,UNKNOWN,SYBR,None,31.4890289307,31.1754570007,0.4434576631,,,,0,0.02,1,3,31,,N,N,N,N
F12,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,35.2061920166,35.2061920166,,,,,0,0.02,1,3,31,,N,N,N,N
F12,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,28.709728241,28.5526504517,0.2221428901,,,,0,0.02,1,3,26,,N,N,N,N
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,21.7601528168,20.7898712158,1.3721853495,,,,0,0.02,1,3,20,,N,Y,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,34.6128768921,34.6128768921,,,,,0,0.02,1,3,30,,N,N,N,N
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.519405365,28.6275596619,0.1529546231,,,,0,0.02,1,3,26,,N,N,N,N
G3,Sample 6,Ofav,UNKNOWN,SYBR,None,19.8195896149,20.7898712158,1.3721853495,,,,0,0.02,1,3,18,,N,Y,N,N
G4,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.6128768921,,,,,0,0.02,1,3,39,,N,N,Y,Y
G4,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.7357158661,28.6275596619,0.1529546231,,,,0,0.02,1,3,27,,N,N,Y,Y
G5,Sample 12,Ofav,UNKNOWN,SYBR,None,17.6814727783,17.7212600708,0.0562663786,,,,0,0.02,1,3,16,,N,N,N,N
G6,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,36.1838035583,36.1838035583,,,,,0,0.02,1,3,30,,N,N,N,N
G6,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.3995056152,28.5534439087,0.2177029699,,,,0,0.02,1,3,26,,N,N,N,N
G7,Sample 12,Ofav,UNKNOWN,SYBR,None,17.7610454559,17.7212600708,0.0562663786,,,,0,0.02,1,3,16,,N,N,N,N
G8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.1838035583,,,,,0,0.02,1,3,39,,N,N,Y,Y
G8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,28.7073841095,28.5534439087,0.2177029699,,,,0,0.02,1,3,27,,N,N,Y,Y
G9,Sample 18,Ofav,UNKNOWN,SYBR,None,22.4353256226,21.2774200439,1.6375243664,,,,0,0.02,1,3,21,,N,Y,N,N
G10,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,33.6848716736,34.0009422302,0.4469912648,,,,0,0.02,1,3,30,,N,N,N,N
G10,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.5197067261,27.6607837677,0.1995130628,,,,0,0.02,1,3,26,,N,N,N,N
G11,Sample 18,Ofav,UNKNOWN,SYBR,None,20.1195163727,21.2774200439,1.6375243664,,,,0,0.02,1,3,19,,N,Y,N,N
G12,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,34.3170127869,34.0009422302,0.4469912648,,,,0,0.02,1,3,31,,N,N,N,N
G12,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.8018608093,27.6607837677,0.1995130628,,,,0,0.02,1,3,26,,N,N,N,N
H1,,,,,,,,,,,,,,,,,,N,N,N,N
H2,,,,,,,,,,,,,,,,,,N,N,N,N
H3,,,,,,,,,,,,,,,,,,N,N,N,N
H4,,,,,,,,,,,,,,,,,,N,N,N,N
H5,+,Ofav,UNKNOWN,SYBR,None,19.6940555573,19.5032901764,0.2697829902,,,,0,0.02,1,3,18,,N,N,N,N
H6,+,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.3101348877,,,,,0,0.02,1,3,39,,N,Y,Y,Y
H6,+,D,UNKNOWN,FAM,NFQ-MGB,27.909576416,28.4062652588,0.702424109,,,,0,0.02,1,3,26,,N,Y,Y,Y
H7,+,Ofav,UNKNOWN,SYBR,None,19.3125247955,19.5032901764,0.2697829902,,,,0,0.02,1,3,18,,N,N,N,N
H8,+,C,UNKNOWN,VIC,NFQ-MGB,36.3101348877,36.3101348877,,,,,0,0.02,1,3,31,,N,Y,N,N
H8,+,D,UNKNOWN,FAM,NFQ-MGB,28.9029541016,28.4062652588,0.702424109,,,,0,0.02,1,3,27,,N,Y,N,N
H9,,,,,,,,,,,,,,,,,,N,N,N,N
H10,,,,,,,,,,,,,,,,,,N,N,N,N
H11,,,,,,,,,,,,,,,,,,N,N,N,N
H12,,,,,,,,,,,,,,,,,,N,N,N,N
