Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate14.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-05-07 17:22:30 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
C1,Sample 2,Ofav,UNKNOWN,SYBR,None,21.3470096588,21.3961048126,0.0694310293,,,,1,0.0878216681,1,3,18,,N,N,N
C2,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
C2,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,30.0724639893,30.2679824829,0.2765062451,,,,1,0.0945755828,1,3,26,,N,Y,Y
C3,Sample 2,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,Y,Y
C4,Sample 2,Ofav,UNKNOWN,SYBR,None,21.4451999664,21.3961048126,0.0694310293,,,,1,0.0878216681,1,3,18,,N,N,N
C5,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
C5,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,30.4635028839,30.2679824829,0.2765062451,,,,1,0.0945755828,1,3,26,,N,Y,Y
C6,Sample 2,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
C7,Sample 9,Ofav,UNKNOWN,SYBR,None,22.6688175201,22.1827449799,0.6874103546,,,,1,0.0878216681,1,3,19,,Y,N,N
C8,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,N,Y
C8,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.8519535065,27.8010158539,0.0720367208,,,,1,0.0945755828,1,3,24,,N,N,Y
C9,Sample 9,B,UNKNOWN,FAM,NFQ-MGB,37.4789619446,37.4789619446,,,,,1,0.0037887907,1,3,35,,N,N,N
C10,Sample 9,Ofav,UNKNOWN,SYBR,None,21.6966724396,22.1827449799,0.6874103546,,,,1,0.0878216681,1,3,18,,Y,N,N
C11,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
C11,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,27.7500782013,27.8010158539,0.0720367208,,,,1,0.0945755828,1,3,23,,N,Y,Y
C12,Sample 9,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.4789619446,,,,,1,0.0037887907,1,3,38,,N,N,Y
D1,Sample 3,Ofav,UNKNOWN,SYBR,None,25.385099411,23.8283538818,2.2015707493,,,,1,0.0878216681,1,3,22,,Y,N,N
D2,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,35.260635376,35.260635376,,,,,1,0.0228472436,1,3,34,,N,N,N
D2,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,29.6529331207,29.9514293671,0.4221374393,,,,1,0.0945755828,1,3,26,,N,N,N
D3,Sample 3,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,Y,Y
D4,Sample 3,Ofav,UNKNOWN,SYBR,None,22.2716083527,23.8283538818,2.2015707493,,,,1,0.0878216681,1,3,18,,Y,N,N
D5,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.260635376,,,,,1,0.0228472436,1,3,39,,N,Y,Y
D5,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,30.2499256134,29.9514293671,0.4221374393,,,,1,0.0945755828,1,3,26,,N,Y,Y
D6,Sample 3,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
D7,Sample 10,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,1,0.0878216681,1,3,39,,N,Y,Y
D8,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,37.4240837097,37.4240837097,,,,,1,0.0228472436,1,3,32,,N,N,N
D8,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,31.3392543793,31.2854480743,0.0760936067,,,,1,0.0945755828,1,3,27,,N,N,N
D9,Sample 10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
D10,Sample 10,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,1,0.0878216681,1,3,39,,N,N,Y
D11,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.4240837097,,,,,1,0.0228472436,1,3,39,,N,Y,Y
D11,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,31.2316417694,31.2854480743,0.0760936067,,,,1,0.0945755828,1,3,27,,N,Y,Y
D12,Sample 10,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
E1,Sample 4,Ofav,UNKNOWN,SYBR,None,28.0183734894,26.5014533997,2.1452488899,,,,1,0.0878216681,1,3,24,,Y,N,N
E2,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
E2,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,30.0516624451,30.2690544128,0.3074373305,,,,1,0.0945755828,1,3,26,,N,Y,Y
E3,Sample 4,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
E4,Sample 4,Ofav,UNKNOWN,SYBR,None,24.9845333099,26.5014533997,2.1452488899,,,,1,0.0878216681,1,3,21,,Y,N,N
E5,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
E5,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,30.4864444733,30.2690544128,0.3074373305,,,,1,0.0945755828,1,3,26,,N,Y,Y
E6,Sample 4,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
E7,Sample 11,Ofav,UNKNOWN,SYBR,None,29.9132404327,27.9699935913,2.7481646538,,,,1,0.0878216681,1,3,26,,Y,N,N
E8,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,N,Y
E8,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.8394985199,27.7356529236,0.1468598545,,,,1,0.0945755828,1,3,24,,N,N,Y
E9,Sample 11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
E10,Sample 11,Ofav,UNKNOWN,SYBR,None,26.0267486572,27.9699935913,2.7481646538,,,,1,0.0878216681,1,3,22,,Y,N,N
E11,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,N,Y
E11,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,27.6318073273,27.7356529236,0.1468598545,,,,1,0.0945755828,1,3,23,,N,N,Y
E12,Sample 11,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
F1,Sample 5,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,1,0.0878216681,1,3,39,,N,N,Y
F2,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
F2,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,28.9776954651,29.096616745,0.1681800932,,,,1,0.0945755828,1,3,25,,N,Y,Y
F3,Sample 5,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
F4,Sample 5,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,1,0.0878216681,1,3,39,,N,N,Y
F5,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
F5,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,29.2155380249,29.096616745,0.1681800932,,,,1,0.0945755828,1,3,25,,N,Y,Y
F6,Sample 5,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
F7,Sample 12,Ofav,UNKNOWN,SYBR,None,36.9681472778,33.4182739258,5.0202765465,,,,1,0.0878216681,1,3,33,,Y,N,N
F8,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,37,,N,N,Y
F8,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,29.8764152527,29.7396087646,0.1934722364,,,,1,0.0945755828,1,3,26,,N,N,Y
F9,Sample 12,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
F10,Sample 12,Ofav,UNKNOWN,SYBR,None,29.8684043884,33.4182739258,5.0202765465,,,,1,0.0878216681,1,3,27,,Y,N,N
F11,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
F11,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,29.602804184,29.7396087646,0.1934722364,,,,1,0.0945755828,1,3,25,,N,Y,Y
F12,Sample 12,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
G1,Sample 6,Ofav,UNKNOWN,SYBR,None,25.1556453705,24.1728935242,1.3898209333,,,,1,0.0878216681,1,3,22,,Y,N,N
G2,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,N,Y
G2,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.1418437958,28.280040741,0.1954399943,,,,1,0.0945755828,1,3,24,,N,N,Y
G3,Sample 6,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
G4,Sample 6,Ofav,UNKNOWN,SYBR,None,23.1901416779,24.1728935242,1.3898209333,,,,1,0.0878216681,1,3,20,,Y,N,N
G5,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
G5,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.4182376862,28.280040741,0.1954399943,,,,1,0.0945755828,1,3,24,,N,Y,Y
G6,Sample 6,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
G7,Sample 13,Ofav,UNKNOWN,SYBR,None,Undetermined,35.482837677,,,,,1,0.0878216681,1,3,39,,N,N,Y
G8,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.7815475464,,,,,1,0.0228472436,1,3,39,,N,Y,Y
G8,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,30.7916374207,30.8200035095,0.0401157066,,,,1,0.0945755828,1,3,26,,N,Y,Y
G9,Sample 13,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
G10,Sample 13,Ofav,UNKNOWN,SYBR,None,35.482837677,35.482837677,,,,,1,0.0878216681,1,3,32,,N,N,N
G11,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,34.7815475464,34.7815475464,,,,,1,0.0228472436,1,3,31,,N,N,N
G11,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,30.8483695984,30.8200035095,0.0401157066,,,,1,0.0945755828,1,3,27,,N,N,N
G12,Sample 13,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
H1,+,Ofav,UNKNOWN,SYBR,None,21.2578430176,21.1069736481,0.2133615017,,,,1,0.0878216681,1,3,16,,N,N,N
H2,+,C,UNKNOWN,VIC,NFQ-MGB,28.1136798859,27.9324378967,0.2563135326,,,,1,0.0228472436,1,3,26,,Y,N,N
H2,+,D,UNKNOWN,FAM,NFQ-MGB,35.2559089661,36.1388626099,1.2486823797,,,,1,0.0945755828,1,3,31,,Y,N,N
H3,+,B,UNKNOWN,FAM,NFQ-MGB,34.812412262,35.9432449341,1.5992416143,,,,1,0.0037887907,1,3,35,,Y,N,N
H4,Sample 14,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,1,0.0878216681,1,3,38,,N,N,Y
H5,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
H5,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0945755828,1,3,39,,N,Y,Y
H6,Sample 14,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
H7,Sample 14,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,1,0.0878216681,1,3,39,,N,N,Y
H8,Sample 14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,1,0.0228472436,1,3,39,,N,Y,Y
H8,Sample 14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0945755828,1,3,39,,N,Y,Y
H9,Sample 14,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,1,0.0037887907,1,3,39,,N,N,Y
H10,+,Ofav,UNKNOWN,SYBR,None,20.9561042786,21.1069736481,0.2133615017,,,,1,0.0878216681,1,3,18,,N,N,N
H11,+,C,UNKNOWN,VIC,NFQ-MGB,27.7511978149,27.9324378967,0.2563135326,,,,1,0.0228472436,1,3,26,,Y,N,N
H11,+,D,UNKNOWN,FAM,NFQ-MGB,37.021812439,36.1388626099,1.2486823797,,,,1,0.0945755828,1,3,32,,Y,N,N
H12,+,B,UNKNOWN,FAM,NFQ-MGB,37.0740814209,35.9432449341,1.5992416143,,,,1,0.0037887907,1,3,35,,Y,N,N
